puzzle,category,date
OUT IN LEFT FIELD,Phrase,3/15/85*
WOMEN AND CHILDREN FIRST,Phrase,3/15/85*
GENE KELLY,Person,3/8/85*
AN UNEXPECTED PLEASURE,Phrase,3/8/85*
METROPOLITAN MUSEUM OF ART,Place,3/8/85*
SPRING FEVER,Phrase,2/20/85*
LITTLE LEAGUE BASEBALL,Thing,2/20/85*
THE GREAT CHICAGO FIRE,Event,2/20/85*
WET PAINT,Thing,2/20/85*
JUST WHAT THE DOCTOR ORDERED,Phrase,2/21/85
RICE PUDDING,Thing,2/21/85
AT THE TONE THE TIME WILL BE,Phrase,2/21/85
THREE-RING CIRCUS,Phrase,2/22/85
BEATING AROUND THE BUSH,Phrase,2/22/85
FEDERAL DEPOSIT INSURANCE CORPORATION,Thing,2/22/85
PEARL HARBOR,Place,2/22/85
RUNNING OUT OF TIME,Phrase,2/25/85
A BEVY OF BEAUTIES,People,2/25/85
THINK BEFORE YOU SPEAK,Phrase,2/25/85
PIZZA PARLOR,Place,2/26/85*
THERE'S SAFETY IN NUMBERS,Phrase,2/26/85*
PENNSYLVANIA DUTCH,People,2/26/85*
IF LOOKS COULD KILL,Phrase,2/27/85
FOUR SCORE AND SEVEN YEARS AGO,Quotation,2/27/85
RAVISHING BEAUTY,Person,2/27/85
YES SIR THAT'S MY BABY,Title,2/28/85
BONE OF CONTENTION,Phrase,2/28/85
MILES PER GALLON,Phrase,2/28/85
I'LL BE THERE WITH BELLS ON,Phrase,2/14/85*
OPERATING TABLE,Thing,2/14/85*
GET IT OFF YOUR CHEST,Phrase,2/14/85*
THE NATIONAL GUARD,People,2/14/85*
SWEPT OFF MY FEET,Phrase,3/4/85*
GENERAL PRACTITIONER,Occupation,3/4/85*
LIKE FATHER LIKE SON,Phrase,3/4/85*
CLUB SANDWICH,Thing,3/4/85*
BARRY MANILOW,Person,3/5/85
SPEAK NO EVIL SEE NO EVIL HEAR NO EVIL,Quotation,3/5/85
SWIMMING TRUNKS,Thing,3/5/85
POP THE QUESTION,Phrase,3/6/85
FORT KNOX,Place,3/6/85
CUT OFF YOUR NOSE TO SPITE YOUR FACE,Phrase,3/6/85
BLIND DATE,Event,3/7/85
GOING AGAINST THE GRAIN,Phrase,3/7/85
CAPTAIN OF THE FOOTBALL TEAM,Person,3/7/85
PAUL MC CARTNEY,Person,3/1/85
NO TIME LIKE THE PRESENT,Quotation,3/1/85
BACK BY POPULAR DEMAND,Phrase,3/1/85
CHOP SUEY,Thing,3/1/85
NINE TIMES OUT OF TEN,Phrase,2/7/85
DIAHANN CARROLL,Person,2/7/85
PEACE OFFERING,Thing,2/7/85
VOLLEYBALL TEAM,People,2/7/85
SEARCHING HIGH AND LOW,Phrase,3/12/85
THE BRAINS OF THE OPERATION,Phrase,3/12/85
KEY WEST FLORIDA,Place,3/12/85
NOT JUST ANOTHER PRETTY FACE,Phrase,3/13/85*
GROWING OLD GRACEFULLY,Phrase,3/13/85*
LAUREN HUTTON,Person,3/13/85*
PUBLICITY STUNT,Event,3/13/85*
AS THE CROW FLIES,Phrase,3/14/85*
FOUR LITTLE FIVE LITTLE SIX LITTLE INDIANS,Quotation,3/14/85*
NOT A MOMENT TOO SOON,Phrase,3/14/85*
PURCHASING POWER,Phrase,3/19/85
YOU DON'T KNOW WHAT YOU'RE MISSING,Phrase,3/19/85
IDIOSYNCRASY,Thing,3/19/85
GAME WARDEN,Occupation,3/19/85
POPCORN POPPER,Thing,3/20/85
LOOKS CAN BE DECEIVING,Phrase,3/20/85
WICHITA KANSAS,Place,3/20/85
MEAT BALL SANDWICH,Thing,3/26/85
HE STUCK A FEATHER IN HIS CAP,Quotation,3/26/85
POETIC JUSTICE,Phrase,3/26/85
TABLE TENNIS,Thing,3/27/85
OUT-OF-TOWN GUESTS,People,3/27/85
THERE'S NO PLACE LIKE HOME,Quotation,3/27/85
ROLLS-ROYCE,Thing,3/27/85
SLEEPING BEAUTY,Fictional Character,3/28/85
COMPANY PICNIC,Event,3/28/85
WILD HORSES COULDN'T DRAG ME,Phrase,3/28/85
DID YOU EVER SEE SUCH A SIGHT IN YOUR LIFE,Quotation,4/3/85
WORKS LIKE A CHARM,Phrase,4/3/85
BOTANICAL GARDEN,Place,4/3/85
HOW NOW BROWN COW,Phrase,4/1/85*
AVOID IT LIKE THE PLAGUE,Phrase,4/1/85*
BLUE-CHIP STOCK,Thing,4/1/85*
NOT BY A LONG SHOT,Phrase,4/2/85*
SEASON TICKET HOLDER,Person,4/2/85*
IT COST AN ARM AND A LEG,Phrase,4/2/85*
SISSY SPACEK,Person,4/4/85
MOTHER'S MAIDEN NAME,Thing,4/4/85
STRICTLY ON THE UP AND UP,Phrase,4/4/85
COVER CHARGE,Thing,4/4/85
HAPPY AS A LARK,Phrase,4/5/85*
TOO MARVELOUS FOR WORDS,Title,4/5/85*
CASH REGISTER RECEIPT,Thing,4/5/85*
HAVEN'T WE MET SOMEPLACE BEFORE,Phrase,4/9/85
CONSUMER ADVOCATE,Person,4/9/85
ALL TALK AND NO ACTION,Phrase,4/9/85
WELCOME ABOARD,Phrase,4/10/85*
THE SUSPENSE IS KILLING ME,Phrase,4/10/85*
PUBLIC ENEMY NUMBER ONE,Person,4/10/85*
MOVING AT A SNAIL'S PACE,Phrase,4/11/85
OH YOU BEAUTIFUL DOLL,Title,4/11/85
VOID WHERE PROHIBITED BY LAW,Phrase,4/11/85
TAKING THE EASY WAY OUT,Phrase,4/12/85*
ALBERT FINNEY,Person,4/12/85*
GOLDEN GATE BRIDGE,Thing,4/12/85*
VOICE OF AMERICA,Thing,4/12/85*
DOUBLE YOUR PLEASURE DOUBLE YOUR FUN,Quotation,4/17/85
COLONY OF ANTS,Thing,4/17/85
KEEPING UP WITH THE JONESES,Phrase,4/17/85
TWO'S COMPANY THREE'S A CROWD,Phrase,4/19/85
EXCLAMATION POINT,Thing,4/19/85
YOU WIN SOME YOU LOSE SOME,Phrase,4/19/85
LIMA BEANS,Things,4/19/85
YOU CAN'T FOOL MOTHER NATURE,Phrase,4/30/85
CLEAN AS A WHISTLE,Phrase,4/30/85
OLDIES BUT GOODIES,Phrase,4/30/85
FAMILY REUNION,Event,4/30/85
WINDSHIELD WIPERS,Things,5/2/85
ON A SILVER PLATTER,Phrase,5/2/85
THERE'S MORE TO THIS THAN MEETS THE EYE,Phrase,5/2/85
SPEED LIMIT,Thing,5/3/85*
MONEY DOESN'T GROW ON TREES,Phrase,5/3/85*
BACK TO THE DRAWING BOARD,Phrase,5/3/85*
GOSPEL SINGERS,People,5/3/85*
MAYOR ED KOCH,Person,5/6/85*
YOU CAN'T ARGUE WITH SUCCESS,Phrase,5/6/85*
MARK MY WORDS,Phrase,5/6/85*
STEVE MARTIN,Person,5/7/85
GETTING THE MESSAGE ACROSS,Phrase,5/7/85
SYNDICATED COLUMNIST,Occupation,5/7/85
TEARS OF JOY,Things,5/7/85
OODLES OF MONEY,Phrase,5/8/85
PICK A CARD ANY CARD,Phrase,5/8/85
MICKEY SPILLANE,Person,5/8/85
TWINKLE TWINKLE LITTLE STAR,Quotation,5/10/85
PURCHASE ORDER NUMBER,Thing,5/10/85
HIGH-PITCHED VOICE,Thing,5/10/85
STICK OF DYNAMITE,Thing,5/13/85
GAME SHOW HOST,Occupation,5/13/85
GOING OFF THE DEEP END,Phrase,5/13/85
BUFFALO NEW YORK,Place,5/13/85
MOZZARELLA CHEESE,Thing,5/15/85
BOUND AND DETERMINED,Phrase,5/15/85
MY KINGDOM FOR A HORSE,Quotation,5/15/85
MICKEY ROONEY,Person,5/16/85
VITAMINS AND MINERALS,Things,5/16/85
PRACTICAL JOKER,Person,5/16/85
CHANCE OF A LIFETIME,Phrase,5/17/85*
BARCELONA SPAIN,Place,5/17/85*
SUNKEN TREASURE,Things,5/17/85*
TWO WRONGS DON'T MAKE A RIGHT,Phrase,5/20/85*
JOHN TRAVOLTA,Person,5/20/85*
STRETCH LIMOUSINE,Thing,5/20/85*
FBI AGENT,Occupation,5/20/85*
RACK OF LAMB,Thing,5/22/85
PAT SAJAK AND VANNA WHITE,People,5/22/85
IGNORANCE IS BLISS,Quotation,5/22/85
BRINGING HOME THE BACON,Phrase,5/30/85
HOLLYWOOD FLORIDA,Place,5/30/85
DON'T BE A STRANGER,Phrase,5/30/85
KID SISTER,Person,5/30/85
HEADS OR TAILS,Phrase,6/4/85
MERRILY WE ROLL ALONG,Quotation,6/4/85
THE WICKED WITCH OF THE WEST,Fictional Character,6/4/85
TEST PILOT,Occupation,6/4/85
HOURGLASS FIGURE,Thing,6/6/85
GETTING MORE THAN YOU BARGAINED FOR,Phrase,6/6/85
A PECK ON THE CHEEK,Thing,6/6/85
SOONER OR LATER,Phrase,5/29/85
ADDING INSULT TO INJURY,Phrase,5/29/85
MY OLD KENTUCKY HOME,Title,5/29/85
MORRIS THE CAT,Thing,5/29/85
PERSONAL AND CONFIDENTIAL,Phrase,5/31/85*
NOW I'VE SEEN EVERYTHING,Phrase,5/31/85*
HOMEMADE APPLE PIE,Thing,5/31/85*
LEGAL SECRETARY,Occupation,5/31/85*
THUNDERSTRUCK,Phrase,9/9/85*
JUST PLAIN FOLKS,People,9/9/85*
HAILSTONES THE SIZE OF GOLF BALLS,Things,9/9/85*
MIND YOUR MANNERS,Phrase,9/10/85*
TOTAL ECLIPSE OF THE SUN,Event,9/10/85*
WHAT GOES UP MUST COME DOWN,Phrase,9/10/85*
HAIL HAIL THE GANG'S ALL HERE,Title,10/3/85*
BEHIND CLOSED DOORS,Phrase,10/3/85*
ICHABOD CRANE,Fictional Character,10/3/85*
FORTUNETELLER,Person,10/3/85*
WILD AND CRAZY,Phrase,10/1/85
EVERYBODY HAS TO START SOMEPLACE,Phrase,10/1/85
BURT REYNOLDS,Person,10/1/85
DRAW A BLANK,Phrase,10/1/85
KARL MALDEN,Person,10/7/85
LOST IN THE SHUFFLE,Phrase,10/7/85
EAR NOSE AND THROAT SPECIALIST,Occupation,10/7/85
CUSSWORDS,Things,10/7/85
HAM AND CHEESE SANDWICH,Thing,9/26/85
ALL PRESENT AND ACCOUNTED FOR,Phrase,9/26/85
SPLIT THE DIFFERENCE,Phrase,9/26/85
DOLLEY MADISON,Person,9/26/85
MISSISSIPPI RIVER,Thing,10/9/85
THE BIRTH OF THE BLUES,Title,10/9/85
GETTING YOUR FOOT IN THE DOOR,Phrase,10/9/85
TINA TURNER,Person,10/9/85
IN THE WEE SMALL HOURS OF THE MORNING,Title,10/10/85
THE LESSER OF TWO EVILS,Phrase,10/10/85
DAVID LETTERMAN,Person,10/10/85
THROUGH THICK AND THIN,Phrase,11/22/85
SUPERIOR OFFICER,Person,11/22/85
IF IT HAD BEEN A SNAKE IT WOULD HAVE BIT YOU,Phrase,11/22/85
DON'T LOOK NOW BUT,Phrase,11/11/85
THINGS THAT GO BUMP IN THE NIGHT,Quotation,11/11/85
FISHERMAN'S WHARF,Place,11/11/85
TALL DARK AND HANDSOME,Phrase,10/31/85
THE BATTLE OF THE BULGE,Event,10/31/85
MARSHMALLOW TOPPING,Thing,10/31/85
MEL TILLIS,Person,10/31/85
A PASSING FANCY,Phrase,12/5/85
MISSION CONTROL CENTER,Place,12/5/85
THE THRILL OF VICTORY AND THE AGONY OF DEFEAT,Quotation,12/5/85
RUBBER BAND,Thing,12/5/85
NO SPRING CHICKEN,Phrase,12/20/85*
I'VE BEEN WORKING ON THE RAILROAD,Title,12/20/85*
IN-DEPTH INTERVIEW,Thing,12/20/85*
STRAIGHT AS AN ARROW,Phrase,12/23/85
HALF TIME SHOW,Event,12/23/85
YOU COULD HAVE KNOCKED ME OVER WITH A FEATHER,Phrase,12/23/85
ACTION-PACKED ADVENTURE,Phrase,12/24/85
TRUE-BLUE FRIEND,Person,12/24/85
RIPSNORTING GOOD TIME,Phrase,12/24/85
TOO HOT TO HANDLE,Phrase,12/25/85
PAID POLITICAL ANNOUNCEMENT,Thing,12/25/85
BIG BAND SINGER,Person,12/25/85
WHO'S AFRAID OF THE BIG BAD WOLF,Title,1/20/86
INTERNATIONAL DATE LINE,Thing,1/20/86
GEORGE BRETT,Person,1/20/86
FLEX YOUR MUSCLES,Phrase,1/27/86
A PIZZA TO GO WITH EVERYTHING ON IT,Thing,1/27/86
BLEARY-EYED,Phrase,1/27/86
ENLISTED MEN,People,1/27/86
TUTTI-FRUTTI ICE CREAM,Thing,2/18/86
FOR BETTER OR FOR WORSE,Phrase,2/18/86
FIFTY-FIVE MILES PER HOUR,Phrase,2/18/86
UNSUNG HERO,Person,2/18/86
FIVE-AND-TEN-CENT STORE,Place,2/11/86
DUE PROCESS OF LAW,Phrase,2/11/86
PLAYING SECOND FIDDLE,Phrase,2/11/86
ROBBING THE CRADLE,Phrase,2/5/86
FLATTERY WILL GET YOU NOWHERE,Phrase,2/5/86
SPORTS COMMENTATOR,Occupation,2/5/86
IRISH COFFEE,Thing,2/12/86
WHAT'S HOT AND WHAT'S NOT,Phrase,2/12/86
ADVERTISING AGENCY,Thing,2/12/86
QUICKSAND,Thing,2/12/86
SECOND HONEYMOON,Event,2/13/86
OUT OF COMMISSION,Phrase,2/13/86
EXTRA EXTRA READ ALL ABOUT IT,Phrase,2/13/86
MATCH POINT,Thing,2/13/86
THIS IS NO LAUGHING MATTER,Phrase,2/14/86
UNITED NATIONS DELEGATE,Person,2/14/86
ELECTRIC CAN OPENER,Thing,2/14/86
A FAMILY TRADITION,Phrase,2/17/86
GUILTY CONSCIENCE,Thing,2/17/86
SPARE THE ROD AND SPOIL THE CHILD,Quotation,2/17/86
LEAVES NOTHING TO THE IMAGINATION,Phrase,2/28/86
TONY CURTIS,Person,2/28/86
PRETTY PLEASE WITH SUGAR ON TOP,Phrase,2/28/86
CUTE AS A BUTTON,Phrase,3/3/86*
EXPERIENCE IS THE BEST TEACHER,Phrase,3/3/86*
GAME SHOW CONTESTANTS,People,3/3/86*
CHOO-CHOO TRAIN,Thing,3/3/86*
PRIMA DONNA,Person,3/14/86
LETTERS TO THE EDITOR,Things,3/14/86
GOING FROM BAD TO WORSE,Phrase,3/14/86
HOLY MACKEREL,Phrase,3/14/86
FLY-BY-NIGHT AFFAIR,Phrase,3/20/86
LOOKING OUT FOR NUMBER ONE,Title,3/20/86
STRANGER THINGS HAVE HAPPENED,Phrase,3/20/86
APPLE PIE A LA MODE,Thing,4/24/86
ASK NOT WHAT YOUR COUNTRY CAN DO FOR YOU,Quotation,4/24/86
BY THE SAME TOKEN,Phrase,4/24/86
METEOROLOGIST,Occupation,4/24/86
SWEETS TO THE SWEET,Quotation,4/10/86
DON'T MAKE THE SAME MISTAKE TWICE,Phrase,4/10/86
CHAPTER AND VERSE,Phrase,4/10/86
EMERALD ISLE,Nickname,4/10/86
HEY GOOD LOOKIN' WHAT CHA GOT COOKIN',Quotation,5/7/86
PLANNING AHEAD,Phrase,5/7/86
TIME HEALS ALL WOUNDS,Phrase,5/7/86
IT TAKES A THIEF TO CATCH A THIEF,Phrase,4/1/86
SHANGHAI CHINA,Place,4/1/86
AGATHA CRHISTIE'S MURDER MYSTERIES,Things,4/1/86
HAVE YOU FLIPPED YOUR LID,Phrase,4/15/86
WINDOW WASHER,Occupation,4/15/86
MAKING OUT LIKE A BANDIT,Phrase,4/15/86
A CASE OF MISTAKEN IDENTITY,Phrase,5/22/86
KING JAMES VERSION OF THE BIBLE,Thing,5/22/86
FIRST LADY NANCY REAGAN,Person,5/22/86
DEMOLITION DERBY,Event,4/17/86
UPSTANDING CITIZEN,Person,4/17/86
I'LL NEVER SAY NEVER AGAIN,Phrase,4/17/86
IT'S SO QUIET YOU CAN HEAR A PIN DROP,Phrase,5/5/86
THE ROAD RUNNER,Fictional Character,5/5/86
CONSENSUS OF OPINION,Phrase,5/5/86
NEST EGG,Thing,5/5/86
ALPHABET SOUP,Thing,5/15/86
I WORSHIP THE GROUND YOU WALK ON,Phrase,5/15/86
RODGERS AND HAMMERSTEIN,People,5/15/86
THROWING OUT THE FIRST BALL,Event,5/27/86
ZERO GRAVITY,Thing,5/27/86
PUBLIC BROADCASTING SERVICE,Thing,5/27/86
AS SOON AS POSSIBLE,Phrase,5/21/86
PRIME MINISTER MARGARET THATCHER,Title,5/21/86
SCARLETT O'HARA AND RHETT BUTLER,Fictional Characters,5/21/86
YOUNG AT HEART,Title,9/8/86*
THE POT CALLING THE KETTLE BLACK,Phrase,9/8/86*
DEPARTMENT OF MOTOR VEHICLES,Thing,9/8/86*
I CAN'T HEAR MYSELF THINK,Phrase,9/26/86
JFK INTERNATIONAL AIRPORT,Place,9/26/86
THAR SHE BLOWS,Quotation,9/26/86
AND BABY MAKES THREE,Phrase,10/13/86
THAT'S THE OLDEST TRICK IN THE BOOK,Phrase,10/13/86
SWAMPLAND IN FLORIDA,Place,10/13/86
BLINDING SNOWSTORM,Event,10/17/86
YOU NEVER KNOW UNLESS YOU TRY,Phrase,10/17/86
DADDY'S LITTLE GIRL,Person,10/17/86
DO YOU WANT AN HONEST OPINION,Phrase,10/23/86
COMING APART AT THE SEAMS,Phrase,10/23/86
FINANCIAL BACKER,Person,10/23/86
I ASKED YOU FIRST,Phrase,10/23/86
FLAT AS A PANCAKE,Phrase,10/28/86
PEOPLE FROM ALL WALKS OF LIFE,People,10/28/86
GRAY FLANNEL SUIT,Thing,10/28/86
GO FLY A KITE,Phrase,11/7/86
FRANKLY MY DEAR I DON'T GIVE A DAMN,Quotation,11/7/86
LINEN HANDKERCHIEF,Thing,11/7/86
YOU'RE PUTTING ME ON,Phrase,11/10/86
THE BIG APPLE,Nickname,11/10/86
LONG-DRAWN-OUT PROCEDURE,Thing,11/10/86
WHISTLE STOP,Place,11/6/86
SAYING ONE THING AND MEANING ANOTHER,Phrase,11/6/86
LET FREEDOM RING,Quotation,11/6/86
THE MARK OF HUMAN KINDNESS,Phrase,11/17/86
ARRIVING AN HOUR AND A HALF LATE,Event,11/17/86
PEPPERMINT LIFE SAVERS,Things,11/17/86
BEVERLY HILLS MANSION,Place,11/24/86*
AN OLD FUDDY-DUDDY,Person,11/24/86*
MISS AMERICA'S REIGN,Thing,11/24/86*
SPEED DEMON,Person,11/25/86
BITING OFF MORE THAN YOU CAN CHEW,Phrase,11/25/86
DR JEKYLL AND MR HYDE,Title,11/25/86
SOMETHING'S BURNING,Phrase,11/26/86*
DON'T SELL YOURSELF SHORT,Phrase,11/26/86*
WINTER WONDERLAND,Title,11/26/86*
DING-A-LING,Person,11/20/86
A LITTLE KNOWLEDGE IS A DANGEROUS THING,Phrase,11/20/86
WALL-TO-WALL CARPETING,Thing,11/20/86
DON'T BE FOOLISH,Phrase,11/27/86
SANTA'S LITTLE HELPER,Person,11/27/86
SELECTIVE SERVICE SYSTEM,Thing,11/27/86
ARMY BUDDIES,People,11/27/86
GETTING INTO THE SWING OF THINGS,Phrase,11/13/86
RESPECTFULLY YOURS,Phrase,11/13/86
TELEPHONE OPERATOR,Occupation,11/13/86
CAMP DAVID,Place,11/13/86
I CAN'T MAKE HEADS OR TAILS OUT OF IT,Phrase,11/21/86
THE RICH GET RICHER,Phrase,11/21/86
VIETNAM VETERANS,People,11/21/86
CHRISTMAS DAY,Event,12/22/86
NOW I LAY ME DOWN TO SLEEP,Quotation,12/22/86
AS AMERICAN AS APPLE PIE,Phrase,12/22/86
GIRL SCOUT COOKIES,Things,12/19/86
THERE ARE TWO SIDES TO EVERY STORY,Phrase,12/19/86
AVAILABLE UPON REQUEST,Phrase,12/19/86
ALL THE KING'S HORSES AND ALL THE KING'S MEN,Quotation,12/25/86
YOU'RE BLUSHING,Phrase,12/25/86
SERMON ON THE MOUNT,Event,12/25/86
I REST MY CASE,Phrase,12/8/86
FLYING BY THE SEAT OF YOUR PANTS,Phrase,12/8/86
FOOT-LONG HOT DOG,Thing,12/8/86
HIGH STANDARDS,Phrase,12/11/86
SENATOR TED KENNEDY,Person,12/11/86
ONCE MORE WITH FEELING,Phrase,12/11/86
CONFERENCE CALL,Thing,12/11/86
EAST IS EAST AND WEST IS WEST,Quotation,1/12/87
AND NEVER THE TWAIN SHALL MEET,Quotation,1/12/87
TICKER TAPE PARADE,Event,1/12/87
DUNCE CAP,Thing,1/12/87
OSTRICH FEATHERS,Things,1/7/87
STARK RAVING MAD,Phrase,1/7/87
EUROPEAN VACATION,Event,1/7/87
WISHING WELL,Place,1/26/87
FUNNY YOU SHOULD ASK,Phrase,1/26/87
IS THERE A DOCTOR IN THE HOUSE,Phrase,1/26/87
CRYSTAL CHANDELIER,Thing,2/3/87
BREADWINNER IN THE FAMILY,Person,2/3/87
A FATE WORSE THAN DEATH,Phrase,2/3/87
BROTHER-IN-LAW,Person,2/3/87
TAKE THE PLUNGE,Phrase,2/4/87
ROY ROGERS AND DALE EVANS,People,2/4/87
I CAN'T EAT ANOTHER BITE,Phrase,2/4/87
BOXER SHORTS,Thing,2/19/87
CONSERVATIVE REPUBLICAN,Person,2/19/87
I COULD WRITE A BOOK,Phrase,2/19/87
DON'T TEMPT FATE,Phrase,2/25/87*
MAROONED ON A DESERT ISLAND,Event,2/25/87*
WHITE HOUSE PRESS CORPS,People,2/25/87*
OUT OF THIS WORLD,Phrase,3/12/87*
THE LAW OF THE JUNGLE,Phrase,3/12/87*
CALVIN KLEIN JEANS,Thing,3/12/87*
STAY IN TOUCH,Phrase,3/12/87*
RULE OF THUMB,Phrase,3/17/87
PLEASE DON'T FEED THE ANIMALS,Phrase,3/17/87
CERTIFIED PUBLIC ACCOUNTANT,Occupation,3/17/87
I'LL BE SEEING YOU,Title,3/17/87
PILLOW FIGHT,Event,3/31/87
FIRST LADY OF THE THEATER HELEN HAYES,Person,3/31/87
AN AMERICAN SUCCESS STORY,Phrase,3/31/87
LEAVE NO STONE UNTURNED,Phrase,4/1/87*
GIVE THE DEVIL HIS DUE,Phrase,4/1/87*
HOLLYWOOD'S GREATEST STARS,People,4/1/87*
BEEF BARLEY SOUP,Thing,4/1/87*
HAVE YOU TAKEN LEAVE OF YOUR SENSES,Phrase,4/2/87
MAD AS A MARCH HARE,Phrase,4/2/87
AUTOMOBILE MECHANIC,Occupation,4/2/87
SHOWING OFF,Phrase,4/2/87
BACHELOR PARTY,Event,6/12/87
AULD LANG SYNE,Title,6/12/87
THIRD WORLD COUNTRIES,Places,6/12/87
MIAMI DOLPHINS,People,6/12/87
BASEBALL UMPIRE,Occupation,5/8/87
WHO WAS THAT MASKED MAN,Phrase,5/8/87
A NIGHT TO REMEMBER,Phrase,5/8/87
CANDELABRA,Thing,5/8/87
NAUGHTY BUT NICE,Phrase,5/22/87
WINDOW-SHOPPERS,People,5/22/87
THE HONEYMOON IS OVER,Phrase,5/22/87
OPENING NIGHT JITTERS,Phrase,6/17/87
LOS ANGELES DODGERS,People,6/17/87
BEAUTY BRAINS AND TALENT,Things,6/17/87
FIRST-GRADE TEACHER,Occupation,6/17/87
I'M CALLING YOUR BLUFF,Phrase,5/15/87
LIFE-OR-DEATH DECISION,Thing,5/15/87
TV WEATHERMAN,Occupation,5/15/87
HAVING THE UPPER HAND,Phrase,6/3/87
KINDRED SPIRIT,Phrase,6/3/87
THE BARBER OF SEVILLE,Title,6/3/87
ROADSIDE VEGETABLE STAND,Place,6/3/87
CARTOON CHARACTERS,Fictional Characters,6/2/87
NIPPED IN THE BUD,Phrase,6/2/87
ROLLING STONE MAGAZINE,Thing,6/2/87
DRESSED LIKE A FASHION PLATE,Phrase,6/11/87
CONFLICTING NEWS STORIES,Things,6/11/87
STEREOTYPE,Thing,6/11/87
EDDIE MURPHY,Person,5/26/87
BRASS DOOR KNOCKER,Thing,5/26/87
LIKE A KID IN A CANDY STORE,Phrase,5/26/87
ANNIVERSARY DINNER,Event,5/26/87
PINCHING PENNIES,Phrase,6/19/87
CLOSE THE DOOR QUIETLY BEHIND YOU,Phrase,6/19/87
RISK TAKER,Person,6/19/87
INHERITANCE TAX,Thing,6/19/87
WHY DID THE CHICKEN CROSS THE ROAD,Phrase,5/28/87
STOLEN PROPERTY,Thing,5/28/87
HIGH SCHOOL CHEERLEADER,Person,5/28/87
ORDER BLANK,Thing,5/28/87
DANCING ON AIR,Phrase,6/10/87
PINEAPPLE UPSIDE-DOWN CAKE,Thing,6/10/87
ALL-POINTS BULLETIN,Thing,6/10/87
CLEVELAND INDIANS,People,6/10/87
BETTE DAVIS,Person,6/16/87*
TOO MANY COOKS SPOIL THE BROTH,Phrase,6/16/87*
SPEAK FLUENT FRENCH,Phrase,6/16/87*
STOP YAWNING,Phrase,6/1/87*
HIGH-RISE APARTMENT BUILDING,Place,6/1/87*
ESTIMATED TIME OF DEPARTURE,Phrase,6/1/87*
DAMNED IF YOU DO AND DAMNED IF YOU DON'T,Phrase,6/5/87
WHISTLE WHILE YOU WORK,Title,6/5/87
UNITED NATIONS GENERAL ASSEMBLY,People,6/5/87
HOLY COW,Phrase,6/18/87*
SNOW-CAPPED MOUNTAINS,Things,6/18/87*
BOTTOM OF THE NINTH,Phrase,6/18/87*
WILD FLOWERS,Things,6/18/87*
WRESTLING SUPERSTARS,People,9/16/87
THE UNTOUCHABLES,Title,9/16/87
I HAVE TO DRAW THE LINE SOMEWHERE,Phrase,9/16/87
DOUBLE DOUBLE TOIL AND TROUBLE,Quotation,9/29/87
ERNEST HEMINGWAY,Person,9/29/87
THE GOOD GUYS AND THE BAD GUYS,People,9/29/87
CENTRAL INTELLIGENCE AGENCY,Thing,10/1/87
SPRUNG A LEAK,Phrase,10/1/87
THE PILLARS OF SOCIETY,People,10/1/87
EASY MONEY,Thing,10/1/87
SADIE HAWKINS DAY,Event,9/21/87
ASK AND YE SHALL RECEIVE,Quotation,9/21/87
TIME-HONORED CUSTOM,Thing,9/21/87
PIE IN THE SKY,Phrase,9/21/87
CYNDI LAUPER,Person,9/22/87
THE SCENE OF THE CRIME,Place,9/22/87
A KISS IS STILL A KISS,Quotation,9/22/87
AIR RAID SIREN,Thing,9/22/87
MY HEAD IS SPINNING,Phrase,9/23/87
SENATE FINANCE COMMITTEE,People,9/23/87
THE END OF A PERFECT DAY,Phrase,9/23/87
UNITED STATES CONSTITUTION,Thing,9/24/87
WORKING YOUR FINGERS TO THE BONE,Phrase,9/24/87
PREPASTED WALLPAPER,Thing,9/24/87
ELIZABETH TAYLOR,Person,9/25/87
SHERIFF'S BADGE,Thing,9/25/87
SIXTEEN HUNDRED PENNSYLVANIA AVENUE,Place,9/25/87
DON'T BE A WET BLANKET,Phrase,10/5/87
IT'S ALL THE SAME TO ME,Phrase,10/5/87
MAGICIAN'S ASSISTANT,Occupation,10/5/87
LIFE'S SIMPLE PLEASURES,Things,10/5/87
CASH IN YOUR CHIPS,Phrase,10/5/87
RECOMMENDED DAILY ALLOWANCE,Thing,10/12/87*
SHARPSHOOTER,Person,10/12/87*
TO BORROW AN OLD CLICHE,Phrase,10/12/87*
IN THE PUBLIC DOMAIN,Phrase,10/12/87*
THAT'S THE BEAUTY OF IT,Phrase,10/22/87
CIVIL AERONAUTICS BOARD,People,10/22/87
BACK TO SQUARE ONE,Phrase,10/22/87
FRIENDS WHO DROP IN UNEXPECTEDLY,People,10/22/87
IT'S A MOST UNUSUAL DAY,Title,11/25/87
THE LINCOLN MEMORIAL,Landmark,11/25/87
PERSONALIZED LICENSE PLATES,Things,11/25/87
CHILDREN'S LULLABY,Thing,11/25/87
JUDGE AND JURY,People,11/25/87
TAKEN BY SURPRISE,Phrase,11/26/87
SQUEALING PIG,Thing,11/26/87
HUMAN CANNONBALL,Occupation,11/26/87
CELEBRITY ENDORSEMENT,Thing,11/26/87
RACKING MY BRAINS,Phrase,11/11/87*
DETECTIVE AGENCY,Thing,11/11/87*
THUMB-SUCKING,Thing,11/11/87*
MOUTH-TO-MOUTH RESUSCITATION,Thing,11/11/87*
IT HAD TO BE YOU,Title,11/11/87*
